Year,Round,Date,AwayTeam,AwayTeamScoreFT,RoundOrder,HomeTeam,HomeTeamScoreFT,Result
2022,R17,9/7/2022,Greater Western Sydney,3.11,17,Port Adelaide,12.12,lost
2022,R19,23/7/2022,Geelong,16.1,19,Port Adelaide,14.1,win
2022,R2,26/3/2022,Hawthorn,19.6,2,Port Adelaide,7.14,win
2022,R21,6/8/2022,Richmond,16.13,21,Port Adelaide,10.11,win
2022,R23,20/8/2022,Adelaide,7.13,23,Port Adelaide,16.15,lost
2022,R4,7/4/2022,Melbourne,10.8,4,Port Adelaide,4.12,win
2022,R6,23/4/2022,West Coast,4.9,6,Port Adelaide,18.9,lost
2022,R8,6/5/2022,Western Bulldogs,10.9,8,Port Adelaide,12.14,lost
2022,R10,21/5/2022,Essendon,7.6,10,Richmond,11.14,lost
2022,R13,9/6/2022,Port Adelaide,10.5,13,Richmond,11.11,lost
2022,R14,16/6/2022,Carlton,9.12,14,Richmond,11.15,lost
2022,R16,3/7/2022,West Coast,13.15,16,Richmond,20.8,lost
2022,R19,22/7/2022,Fremantle,7.1,19,Richmond,7.1,draw
2022,R2,27/3/2022,Greater Western Sydney,10.13,2,Richmond,16.13,lost
2022,R20,31/7/2022,Brisbane Lions,14.13,20,Richmond,15.14,lost
2022,R22,14/8/2022,Hawthorn,9.13,22,Richmond,20.8,lost
2022,R4,9/4/2022,Western Bulldogs,7.19,4,Richmond,15.9,lost
2022,R6,24/4/2022,Melbourne,9.22,6,Richmond,8.6,win
2022,R8,7/5/2022,Collingwood,12.14,8,Richmond,17.11,lost
2022,R1,18/3/2022,Collingwood,15.12,1,St Kilda,12.13,win
2022,R11,29/5/2022,North Melbourne,7.8,11,St Kilda,16.7,lost
2022,R14,17/6/2022,Essendon,15.17,14,St Kilda,11.6,win
2022,R17,9/7/2022,Fremantle,17.9,17,St Kilda,10.1,win
2022,R20,30/7/2022,Hawthorn,9.9,20,St Kilda,10.15,lost
2022,R22,12/8/2022,Brisbane Lions,12.9,22,St Kilda,9.12,win
2022,R23,21/8/2022,Sydney,13.1,23,St Kilda,11.8,win
2022,R3,3/4/2022,Richmond,13.6,3,St Kilda,18.9,lost
2022,R5,16/4/2022,Gold Coast,9.7,5,St Kilda,13.9,lost
2022,R7,30/4/2022,Port Adelaide,5.13,7,St Kilda,4.18,win
2022,R9,14/5/2022,Geelong,11.14,9,St Kilda,13.12,lost
2022,PF,17/9/2022,Collingwood,14.1,28,Sydney,14.11,lost
2022,R11,27/5/2022,Richmond,15.1,11,Sydney,16.1,lost
2022,R15,25/6/2022,St Kilda,4.8,15,Sydney,12.11,lost
2022,R17,8/7/2022,Western Bulldogs,9.13,17,Sydney,17.18,lost
2022,R19,23/7/2022,Adelaide,12.13,19,Sydney,17.16,lost
2022,R2,25/3/2022,Geelong,10.17,2,Sydney,17.5,lost
2022,R20,30/7/2022,Greater Western Sydney,5.9,20,Sydney,17.1,lost
2022,R22,14/8/2022,Collingwood,7.8,22,Sydney,11.11,lost
2022,R4,9/4/2022,North Melbourne,12.3,4,Sydney,13.8,lost
2022,R7,1/5/2022,Brisbane Lions,17.11,7,Sydney,13.11,win
2022,R8,7/5/2022,Gold Coast,10.15,8,Sydney,8.13,win
2022,R9,14/5/2022,Essendon,6.11,9,Sydney,14.21,lost
2022,R1,20/3/2022,Gold Coast,16.11,1,West Coast,12.8,win
2022,R11,28/5/2022,Western Bulldogs,25.11,11,West Coast,9.6,win
2022,R14,18/6/2022,Geelong,12.9,14,West Coast,9.9,win
2022,R15,24/6/2022,Essendon,14.13,15,West Coast,16.11,lost
2022,R17,10/7/2022,Carlton,17.14,17,West Coast,8.5,win
2022,R19,24/7/2022,St Kilda,14.6,19,West Coast,10.2,win
2022,R21,7/8/2022,Adelaide,16.6,21,West Coast,13.8,win
2022,R3,3/4/2022,Fremantle,15.12,3,West Coast,7.5,win
2022,R5,15/4/2022,Sydney,18.13,5,West Coast,9.4,win
2022,R7,29/4/2022,Richmond,25.15,7,West Coast,8.8,win
2022,R9,15/5/2022,Melbourne,16.16,9,West Coast,5.8,win
2022,R10,21/5/2022,Gold Coast,13.9,10,Western Bulldogs,15.16,lost
2022,R12,3/6/2022,Geelong,12.11,12,Western Bulldogs,10.1,win
2022,R15,24/6/2022,Hawthorn,12.11,15,Western Bulldogs,19.11,lost
2022,R18,15/7/2022,St Kilda,7.14,18,Western Bulldogs,13.6,lost
2022,R19,23/7/2022,Melbourne,15.1,19,Western Bulldogs,17.8,lost
2022,R2,24/3/2022,Carlton,16.6,2,Western Bulldogs,13.12,win
2022,R21,6/8/2022,Fremantle,14.11,21,Western Bulldogs,11.12,win
2022,R22,13/8/2022,Greater Western Sydney,8.9,22,Western Bulldogs,9.8,lost
2022,R3,31/3/2022,Sydney,9.6,3,Western Bulldogs,9.17,win
2022,R6,23/4/2022,Adelaide,8.15,6,Western Bulldogs,9.8,lost
2022,R7,1/5/2022,Essendon,10.11,7,Western Bulldogs,16.7,lost
2023,R11,28/5/2023,Brisbane Lions,10.18,11,Adelaide,14.11,lost
2023,R13,10/6/2023,West Coast,8.4,13,Adelaide,27.12,lost
2023,R16,1/7/2023,North Melbourne,11.6,16,Adelaide,21.12,lost
2023,R18,15/7/2023,Greater Western Sydney,10.11,18,Adelaide,8.9,win
2023,R2,25/3/2023,Richmond,17.6,2,Adelaide,10.16,win
2023,R20,29/7/2023,Port Adelaide,9.11,20,Adelaide,16.16,lost
2023,R21,5/8/2023,Gold Coast,9.7,21,Adelaide,13.11,lost
2023,R23,19/8/2023,Sydney,11.8,23,Adelaide,10.13,win
2023,R4,8/4/2023,Fremantle,10.12,4,Adelaide,17.9,lost
2023,R5,13/4/2023,Carlton,9.8,5,Adelaide,18.1,lost
2023,R7,30/4/2023,Collingwood,8.11,7,Adelaide,7.16,win
2023,R9,14/5/2023,St Kilda,10.9,9,Adelaide,19.7,lost
2023,PF,23/9/2023,Carlton,9.9,28,Brisbane Lions,11.13,lost
2023,QF,9/9/2023,Port Adelaide,11.9,26,Brisbane Lions,19.9,lost
2023,R10,20/5/2023,Gold Coast,9.1,10,Brisbane Lions,16.11,lost
2023,R14,16/6/2023,Sydney,12.9,14,Brisbane Lions,13.19,lost
2023,R16,29/6/2023,Richmond,7.11,16,Brisbane Lions,20.14,lost
2023,R17,8/7/2023,West Coast,5.5,17,Brisbane Lions,16.2,lost
2023,R19,22/7/2023,Geelong,7.11,19,Brisbane Lions,9.1,lost
2023,R2,24/3/2023,Melbourne,13.4,2,Brisbane Lions,14.9,lost
2023,R22,12/8/2023,Adelaide,13.15,22,Brisbane Lions,15.9,lost
2023,R24,26/8/2023,St Kilda,9.6,24,Brisbane Lions,9.18,win
2023,R4,6/4/2023,Collingwood,11.17,4,Brisbane Lions,18.8,lost
2023,R5,15/4/2023,North Melbourne,12.5,5,Brisbane Lions,22.2,lost
2023,R7,29/4/2023,Fremantle,10.7,7,Brisbane Lions,17.13,lost
2023,R9,13/5/2023,Essendon,6.9,9,Brisbane Lions,12.15,lost
2023,EF,8/9/2023,Sydney,9.14,25,Carlton,11.8,lost
2023,R10,21/5/2023,Collingwood,13.7,10,Carlton,7.15,win
2023,R13,11/6/2023,Essendon,13.8,13,Carlton,6.16,win
2023,R14,18/6/2023,Gold Coast,8.13,14,Carlton,18.12,lost
2023,R18,15/7/2023,Port Adelaide,10.12,18,Carlton,18.14,lost
2023,R19,22/7/2023,West Coast,10.9,19,Carlton,21.14,lost
2023,R2,23/3/2023,Geelong,12.1,2,Carlton,13.12,lost
2023,R22,12/8/2023,Melbourne,8.8,22,Carlton,9.6,lost
2023,R24,27/8/2023,Greater Western Sydney,16.9,24,Carlton,11.7,win
2023,R6,23/4/2023,St Kilda,12.1,6,Carlton,8.12,win
2023,R8,5/5/2023,Brisbane Lions,15.1,8,Carlton,11.8,win
2023,R9,13/5/2023,Western Bulldogs,11.13,9,Carlton,8.11,win
2023,GF,30/9/2023,Brisbane Lions,13.8,29,Collingwood,12.18,win
2023,PF,22/9/2023,Greater Western Sydney,8.9,28,Collingwood,8.1,win
2023,QF,7/9/2023,Melbourne,7.11,26,Collingwood,9.6,lost
2023,R11,28/5/2023,North Melbourne,10.1,11,Collingwood,16.9,lost
2023,R15,25/6/2023,Adelaide,11.14,15,Collingwood,12.1,lost
2023,R18,15/7/2023,Fremantle,10.7,18,Collingwood,18.5,lost
2023,R2,25/3/2023,Port Adelaide,9.1,2,Collingwood,21.9,lost
2023,R20,28/7/2023,Carlton,14.9,20,Collingwood,10.16,win
2023,R22,11/8/2023,Geelong,15.11,22,Collingwood,16.13,lost
2023,R23,18/8/2023,Brisbane Lions,19.1,23,Collingwood,15.1,win
2023,R3,31/3/2023,Richmond,7.7,3,Collingwood,8.15,lost
2023,R5,16/4/2023,St Kilda,9.1,5,Collingwood,10.1,lost
2023,R6,25/4/2023,Essendon,11.11,6,Collingwood,13.12,lost
2023,R8,7/5/2023,Sydney,6.12,8,Collingwood,11.11,lost
2023,R9,14/5/2023,Greater Western Sydney,7.13,9,Collingwood,18.12,lost
2023,R10,20/5/2023,Richmond,10.1,10,Essendon,10.11,lost
2023,R12,4/6/2023,North Melbourne,15.9,12,Essendon,16.9,lost
2023,R16,1/7/2023,Port Adelaide,11.12,16,Essendon,10.14,win
2023,R17,9/7/2023,Adelaide,15.7,17,Essendon,17.13,lost
2023,R19,21/7/2023,Western Bulldogs,13.12,19,Essendon,7.7,win
2023,R2,26/3/2023,Gold Coast,11.14,2,Essendon,16.12,lost
2023,R20,29/7/2023,Sydney,15.11,20,Essendon,15.9,lost
2023,R21,5/8/2023,West Coast,11.6,21,Essendon,10.13,win
2023,R24,25/8/2023,Collingwood,16.5,24,Essendon,3.13,win
2023,R4,9/4/2023,Greater Western Sydney,11.9,4,Essendon,11.22,win
2023,R5,15/4/2023,Melbourne,11.11,5,Essendon,15.14,lost
2023,R7,30/4/2023,Geelong,20.12,7,Essendon,16.8,win
2023,R10,20/5/2023,Geelong,11.11,10,Fremantle,16.1,lost
2023,R13,10/6/2023,Richmond,12.13,13,Fremantle,10.1,win
2023,R15,24/6/2023,Essendon,9.7,15,Fremantle,14.9,lost
2023,R17,9/7/2023,Carlton,14.14,17,Fremantle,6.9,win
2023,R19,22/7/2023,Sydney,16.9,19,Fremantle,12.4,win
2023,R2,25/3/2023,North Melbourne,11.7,2,Fremantle,10.12,win
2023,R21,6/8/2023,Brisbane Lions,11.11,21,Fremantle,11.8,lost
2023,R23,20/8/2023,Port Adelaide,11.8,23,Fremantle,8.1,win
2023,R3,2/4/2023,West Coast,9.13,3,Fremantle,16.12,lost
2023,R5,14/4/2023,Gold Coast,13.12,5,Fremantle,15.1,lost
2023,R6,21/4/2023,Western Bulldogs,17.16,6,Fremantle,10.9,win
2023,R8,6/5/2023,Hawthorn,7.6,8,Fremantle,18.9,lost
2023,R1,17/3/2023,Collingwood,19.11,1,Geelong,16.7,win
2023,R11,27/5/2023,Greater Western Sydney,12.9,11,Geelong,10.14,win
2023,R15,22/6/2023,Melbourne,8.15,15,Geelong,11.12,lost
2023,R17,9/7/2023,North Melbourne,9.9,17,Geelong,19.11,lost
2023,R18,15/7/2023,Essendon,7.3,18,Geelong,18.14,lost
2023,R20,29/7/2023,Fremantle,10.11,20,Geelong,9.1,win
2023,R21,5/8/2023,Port Adelaide,12.13,21,Geelong,14.13,lost
2023,R24,26/8/2023,Western Bulldogs,16.8,24,Geelong,11.13,win
2023,R4,10/4/2023,Hawthorn,6.9,4,Geelong,19.13,lost
2023,R5,16/4/2023,West Coast,13.11,5,Geelong,21.1,lost
2023,R6,22/4/2023,Sydney,5.7,6,Geelong,20.1,lost
2023,R8,6/5/2023,Adelaide,11.6,8,Geelong,14.14,lost
2023,R1,18/3/2023,Sydney,16.14,1,Gold Coast,9.7,win
2023,R11,27/5/2023,Western Bulldogs,11.11,11,Gold Coast,13.6,lost
2023,R12,3/6/2023,Adelaide,13.9,12,Gold Coast,16.16,lost
2023,R15,25/6/2023,Hawthorn,5.4,15,Gold Coast,14.17,lost
2023,R16,1/7/2023,Collingwood,18.12,16,Gold Coast,5.12,win
2023,R18,15/7/2023,St Kilda,8.3,18,Gold Coast,11.11,lost
2023,R20,29/7/2023,Brisbane Lions,7.13,20,Gold Coast,15.6,lost
2023,R23,19/8/2023,Carlton,13.13,23,Gold Coast,13.9,lost
2023,R3,2/4/2023,Geelong,7.12,3,Gold Coast,10.13,lost
2023,R6,23/4/2023,North Melbourne,7.12,6,Gold Coast,14.13,lost
2023,R8,6/5/2023,Melbourne,13.12,8,Gold Coast,13.7,lost
2023,R1,19/3/2023,Adelaide,12.18,1,Greater Western Sydney,15.16,lost
2023,R10,21/5/2023,St Kilda,13.14,10,Greater Western Sydney,12.8,win
2023,R12,4/6/2023,Richmond,16.14,12,Greater Western Sydney,15.14,win
2023,R14,17/6/2023,Fremantle,5.6,14,Greater Western Sydney,16.1,lost
2023,R17,8/7/2023,Hawthorn,10.12,17,Greater Western Sydney,12.13,lost
2023,R19,23/7/2023,Gold Coast,9.9,19,Greater Western Sydney,15.13,lost
2023,R21,5/8/2023,Sydney,15.6,21,Greater Western Sydney,12.13,win
2023,R23,19/8/2023,Essendon,5.6,23,Greater Western Sydney,25.12,lost
2023,R3,1/4/2023,Carlton,9.2,3,Greater Western Sydney,9.1,win
2023,R5,16/4/2023,Hawthorn,11.9,5,Greater Western Sydney,10.17,win
2023,R6,22/4/2023,Brisbane Lions,16.12,6,Greater Western Sydney,13.9,win
2023,R8,6/5/2023,Western Bulldogs,13.8,8,Greater Western Sydney,10.11,win
2023,R1,19/3/2023,Essendon,19.1,1,Hawthorn,9.11,win
2023,R10,21/5/2023,West Coast,4.2,10,Hawthorn,22.1,lost
2023,R13,10/6/2023,Brisbane Lions,11.7,13,Hawthorn,15.8,lost
2023,R16,2/7/2023,Carlton,17.1,16,Hawthorn,7.1,win
2023,R20,30/7/2023,St Kilda,19.8,20,Hawthorn,14.9,win
2023,R21,5/8/2023,Collingwood,11.7,21,Hawthorn,16.9,lost
2023,R22,13/8/2023,Western Bulldogs,9.1,22,Hawthorn,9.13,lost
2023,R24,26/8/2023,Fremantle,14.9,24,Hawthorn,8.8,win
2023,R3,1/4/2023,North Melbourne,9.7,3,Hawthorn,11.14,lost
2023,R6,23/4/2023,Adelaide,11.13,6,Hawthorn,11.1,win
2023,R9,13/5/2023,Melbourne,15.13,9,Hawthorn,7.7,win
2023,R1,18/3/2023,Western Bulldogs,9.11,1,Melbourne,17.13,lost
2023,R11,27/5/2023,Fremantle,12.7,11,Melbourne,10.12,win
2023,R12,2/6/2023,Carlton,6.8,12,Melbourne,8.13,lost
2023,R13,12/6/2023,Collingwood,9.8,13,Melbourne,8.18,win
2023,R16,2/7/2023,Greater Western Sydney,7.5,16,Melbourne,5.15,win
2023,R18,14/7/2023,Brisbane Lions,16.8,18,Melbourne,16.9,lost
2023,R19,23/7/2023,Adelaide,13.15,19,Melbourne,14.13,lost
2023,R23,20/8/2023,Hawthorn,9.6,23,Melbourne,13.9,lost
2023,R3,2/4/2023,Sydney,12.12,3,Melbourne,21.8,lost
2023,R6,24/4/2023,Richmond,11.12,6,Melbourne,15.6,lost
2023,R7,29/4/2023,North Melbourne,7.7,7,Melbourne,22.7,lost
2023,SF,15/9/2023,Carlton,11.7,27,Melbourne,9.17,win
2023,R1,18/3/2023,West Coast,12.1,1,North Melbourne,12.15,lost
2023,R10,20/5/2023,Sydney,14.9,10,North Melbourne,14.6,win
2023,R13,11/6/2023,Greater Western Sydney,15.13,13,North Melbourne,11.9,win
2023,R14,18/6/2023,Western Bulldogs,15.15,14,North Melbourne,13.6,win
2023,R18,16/7/2023,Hawthorn,12.16,18,North Melbourne,6.4,win
2023,R21,6/8/2023,Melbourne,15.13,21,North Melbourne,10.11,win
2023,R22,12/8/2023,Essendon,13.8,22,North Melbourne,12.5,win
2023,R24,26/8/2023,Gold Coast,14.13,24,North Melbourne,20.12,lost
2023,R4,7/4/2023,Carlton,16.11,4,North Melbourne,11.18,win
2023,R8,7/5/2023,St Kilda,8.16,8,North Melbourne,4.1,win
2023,R9,13/5/2023,Port Adelaide,20.15,9,North Melbourne,10.5,win
2023,R1,18/3/2023,Brisbane Lions,11.6,1,Port Adelaide,18.18,lost
2023,R10,19/5/2023,Melbourne,11.1,10,Port Adelaide,11.14,lost
2023,R12,3/6/2023,Hawthorn,14.12,12,Port Adelaide,23.13,lost
2023,R14,15/6/2023,Geelong,11.6,14,Port Adelaide,16.14,lost
2023,R17,8/7/2023,Gold Coast,11.7,17,Port Adelaide,16.1,lost
2023,R19,22/7/2023,Collingwood,13.7,19,Port Adelaide,12.11,win
2023,R22,13/8/2023,Greater Western Sydney,13.7,22,Port Adelaide,21.1,lost
2023,R24,27/8/2023,Richmond,8.15,24,Port Adelaide,13.16,lost
2023,R3,1/4/2023,Adelaide,18.9,3,Port Adelaide,13.8,win
2023,R5,15/4/2023,Western Bulldogs,8.8,5,Port Adelaide,10.1,lost
2023,R6,22/4/2023,West Coast,10.9,6,Port Adelaide,16.13,lost
2023,R8,7/5/2023,Essendon,13.9,8,Port Adelaide,12.2,win
2023,SF,16/9/2023,Greater Western Sydney,13.15,27,Port Adelaide,9.16,win
2023,R1,16/3/2023,Carlton,8.1,1,Richmond,8.1,draw
2023,R11,28/5/2023,Port Adelaide,10.17,11,Richmond,9.13,win
2023,R14,17/6/2023,St Kilda,11.4,14,Richmond,13.12,lost
2023,R17,6/7/2023,Sydney,11.9,17,Richmond,12.16,lost
2023,R19,22/7/2023,Hawthorn,15.5,19,Richmond,14.12,win
2023,R20,30/7/2023,Melbourne,20.1,20,Richmond,15.8,win
2023,R23,19/8/2023,North Melbourne,10.12,23,Richmond,14.17,lost
2023,R4,8/4/2023,Western Bulldogs,12.17,4,Richmond,12.12,win
2023,R5,14/4/2023,Sydney,18.14,5,Richmond,11.12,win
2023,R7,30/4/2023,Gold Coast,11.6,7,Richmond,6.12,win
2023,R8,6/5/2023,West Coast,8.1,8,Richmond,15.14,lost
2023,R9,12/5/2023,Geelong,11.12,9,Richmond,16.6,lost
2023,EF,9/9/2023,Greater Western Sydney,15.11,25,St Kilda,11.11,win
2023,R1,19/3/2023,Fremantle,7.1,1,St Kilda,10.7,lost
2023,R11,27/5/2023,Hawthorn,12.16,11,St Kilda,12.6,lost
2023,R15,23/6/2023,Brisbane Lions,12.12,15,St Kilda,8.8,win
2023,R17,8/7/2023,Melbourne,12.7,17,St Kilda,8.1,win
2023,R19,23/7/2023,North Melbourne,9.7,19,St Kilda,9.15,win
2023,R21,6/8/2023,Carlton,10.13,21,St Kilda,8.6,win
2023,R22,13/8/2023,Richmond,8.9,22,St Kilda,14.9,lost
2023,R23,19/8/2023,Geelong,8.7,23,St Kilda,12.16,lost
2023,R3,1/4/2023,Essendon,11.8,3,St Kilda,14.8,lost
2023,R4,8/4/2023,Gold Coast,8.12,4,St Kilda,17.11,lost
2023,R7,28/4/2023,Port Adelaide,12.11,7,St Kilda,11.1,win
2023,R11,26/5/2023,Carlton,6.15,11,Sydney,11.11,lost
2023,R13,8/6/2023,St Kilda,12.8,13,Sydney,9.12,win
2023,R15,24/6/2023,West Coast,5.4,15,Sydney,31.19,lost
2023,R16,30/6/2023,Geelong,7.12,16,Sydney,6.18,win
2023,R18,13/7/2023,Western Bulldogs,11.1,18,Sydney,11.12,lost
2023,R2,26/3/2023,Hawthorn,4.13,2,Sydney,17.16,lost
2023,R22,12/8/2023,Gold Coast,13.12,22,Sydney,18.6,lost
2023,R24,27/8/2023,Melbourne,11.11,24,Sydney,7.14,win
2023,R4,8/4/2023,Port Adelaide,9.12,4,Sydney,9.1,win
2023,R7,29/4/2023,Greater Western Sydney,17.5,7,Sydney,16.1,win
2023,R9,13/5/2023,Fremantle,16.7,9,Sydney,13.8,win
2023,R11,27/5/2023,Essendon,14.12,11,West Coast,6.1,win
2023,R12,3/6/2023,Collingwood,18.12,12,West Coast,8.9,win
2023,R16,2/7/2023,St Kilda,12.13,16,West Coast,12.5,lost
2023,R18,16/7/2023,Richmond,14.14,18,West Coast,8.12,win
2023,R2,26/3/2023,Greater Western Sydney,11.15,2,West Coast,14.16,lost
2023,R20,30/7/2023,North Melbourne,10.7,20,West Coast,10.12,win
2023,R22,12/8/2023,Fremantle,20.14,22,West Coast,4.9,win
2023,R24,26/8/2023,Adelaide,17.21,24,West Coast,12.6,win
2023,R4,9/4/2023,Melbourne,19.12,4,West Coast,9.9,win
2023,R7,29/4/2023,Carlton,23.14,7,West Coast,6.8,win
2023,R9,12/5/2023,Gold Coast,16.17,9,West Coast,6.7,win
2023,R10,20/5/2023,Adelaide,5.1,10,Western Bulldogs,11.19,lost
2023,R12,3/6/2023,Geelong,15.7,12,Western Bulldogs,10.15,win
2023,R13,9/6/2023,Port Adelaide,16.11,13,Western Bulldogs,13.7,win
2023,R16,1/7/2023,Fremantle,11.7,16,Western Bulldogs,16.6,lost
2023,R17,7/7/2023,Collingwood,13.11,17,Western Bulldogs,11.11,win
2023,R2,25/3/2023,St Kilda,14.8,2,Western Bulldogs,5.11,win
2023,R20,29/7/2023,Greater Western Sydney,11.12,20,Western Bulldogs,10.13,win
2023,R21,4/8/2023,Richmond,10.11,21,Western Bulldogs,19.12,lost
2023,R23,20/8/2023,West Coast,14.8,23,Western Bulldogs,12.13,win
2023,R3,30/3/2023,Brisbane Lions,7.11,3,Western Bulldogs,10.7,lost
2023,R7,29/4/2023,Hawthorn,9.11,7,Western Bulldogs,14.1,lost
