Year,Round,Date,AwayTeam,AwayTeamScoreFT,RoundOrder,HomeTeam,HomeTeamScoreFT,Result
2015,R15,12/7/2015,Fremantle,6.7,15,Hawthorn,17.13,lost
2015,R18,31/7/2015,Richmond,10.11,18,Hawthorn,7.11,win
2015,R21,21/8/2015,Port Adelaide,16.12,21,Hawthorn,13.8,win
2015,R22,29/8/2015,Brisbane Lions,9.8,22,Hawthorn,21.8,lost
2015,R23,5/9/2015,Carlton,8.8,23,Hawthorn,17.11,lost
2015,R3,19/4/2015,Western Bulldogs,8.9,3,Hawthorn,19.13,lost
2015,R7,16/5/2015,Melbourne,7.8,7,Hawthorn,24.11,lost
2015,R8,23/5/2015,Sydney,11.7,8,Hawthorn,9.15,win
2015,R9,30/5/2015,Gold Coast,6.4,9,Hawthorn,14.9,lost
2015,SF,18/9/2015,Adelaide,8.13,27,Hawthorn,21.9,lost
2015,R1,4/4/2015,Gold Coast,13.11,1,Melbourne,17.13,lost
2015,R10,8/6/2015,Collingwood,17.8,10,Melbourne,13.7,win
2015,R14,4/7/2015,West Coast,16.18,14,Melbourne,9.6,win
2015,R16,19/7/2015,Brisbane Lions,4.12,16,Melbourne,8.12,lost
2015,R17,26/7/2015,St Kilda,12.11,17,Melbourne,6.1,win
2015,R19,9/8/2015,North Melbourne,19.13,19,Melbourne,14.8,win
2015,R23,6/9/2015,Greater Western Sydney,11.11,23,Melbourne,15.13,lost
2015,R5,3/5/2015,Fremantle,18.1,5,Melbourne,6.14,win
2015,R6,9/5/2015,Sydney,12.16,6,Melbourne,7.8,win
2015,R8,24/5/2015,Western Bulldogs,9.1,8,Melbourne,15.13,lost
2015,R9,30/5/2015,Port Adelaide,18.7,9,Melbourne,8.6,win
2015,R10,7/6/2015,West Coast,10.15,10,North Melbourne,13.7,lost
2015,R11,13/6/2015,Sydney,14.7,11,North Melbourne,10.15,win
2015,R15,11/7/2015,Geelong,11.13,15,North Melbourne,18.12,lost
2015,R16,17/7/2015,Essendon,9.14,16,North Melbourne,14.9,lost
2015,R2,12/4/2015,Brisbane Lions,7.9,2,North Melbourne,20.13,lost
2015,R20,15/8/2015,St Kilda,11.17,20,North Melbourne,18.12,lost
2015,R21,23/8/2015,Fremantle,12.11,21,North Melbourne,14.1,lost
2015,R22,29/8/2015,Western Bulldogs,14.12,22,North Melbourne,10.13,win
2015,R3,18/4/2015,Port Adelaide,17.11,3,North Melbourne,16.9,win
2015,R5,2/5/2015,Hawthorn,19.16,5,North Melbourne,10.1,win
2015,R6,9/5/2015,Richmond,10.14,6,North Melbourne,16.13,lost
2015,R10,6/6/2015,Western Bulldogs,9.8,10,Port Adelaide,16.4,lost
2015,R11,12/6/2015,Geelong,14.8,11,Port Adelaide,11.3,win
2015,R15,9/7/2015,Collingwood,9.9,15,Port Adelaide,9.12,win
2015,R16,19/7/2015,Adelaide,18.8,16,Port Adelaide,17.11,win
2015,R18,2/8/2015,St Kilda,6.13,18,Port Adelaide,17.1,lost
2015,R2,11/4/2015,Sydney,14.8,2,Port Adelaide,6.8,win
2015,R20,15/8/2015,Greater Western Sydney,13.12,20,Port Adelaide,16.15,lost
2015,R23,5/9/2015,Fremantle,8.5,23,Port Adelaide,18.14,lost
2015,R4,25/4/2015,Hawthorn,13.13,4,Port Adelaide,15.9,lost
2015,R6,10/5/2015,West Coast,11.12,6,Port Adelaide,10.8,win
2015,R8,24/5/2015,Richmond,11.1,8,Port Adelaide,5.13,win
2015,EF,13/9/2015,North Melbourne,15.15,25,Richmond,14.4,win
2015,R12,19/6/2015,West Coast,13.12,12,Richmond,10.1,win
2015,R14,4/7/2015,Greater Western Sydney,10.9,14,Richmond,10.18,win
2015,R15,10/7/2015,Carlton,5.11,15,Richmond,10.11,lost
2015,R17,25/7/2015,Fremantle,12.1,17,Richmond,10.18,win
2015,R2,11/4/2015,Western Bulldogs,12.13,2,Richmond,9.12,win
2015,R20,16/8/2015,Gold Coast,8.7,20,Richmond,22.6,lost
2015,R23,4/9/2015,North Melbourne,10.7,23,Richmond,16.12,lost
2015,R4,24/4/2015,Melbourne,12.11,4,Richmond,6.15,win
2015,R5,2/5/2015,Geelong,12.13,5,Richmond,11.1,win
2015,R7,17/5/2015,Collingwood,15.1,7,Richmond,16.9,lost
2015,R9,30/5/2015,Essendon,8.11,9,Richmond,10.12,lost
2015,R1,5/4/2015,Greater Western Sydney,12.15,1,St Kilda,11.12,win
2015,R10,7/6/2015,Hawthorn,20.12,10,St Kilda,10.9,win
2015,R11,14/6/2015,Melbourne,12.11,11,St Kilda,12.13,lost
2015,R13,27/6/2015,Western Bulldogs,9.8,13,St Kilda,7.14,win
2015,R16,19/7/2015,Richmond,13.11,16,St Kilda,10.13,win
2015,R19,9/8/2015,Fremantle,15.6,19,St Kilda,8.11,win
2015,R21,22/8/2015,Geelong,15.7,21,St Kilda,14.13,win
2015,R22,30/8/2015,Sydney,20.15,22,St Kilda,4.14,win
2015,R4,25/4/2015,Carlton,18.13,4,St Kilda,12.9,win
2015,R5,3/5/2015,Essendon,11.16,5,St Kilda,11.14,win
2015,R8,23/5/2015,West Coast,20.11,8,St Kilda,12.6,win
2015,R1,4/4/2015,Essendon,9.6,1,Sydney,10.12,lost
2015,R13,26/6/2015,Richmond,14.11,13,Sydney,11.11,win
2015,R14,2/7/2015,Port Adelaide,12.12,14,Sydney,14.1,lost
2015,R16,18/7/2015,Hawthorn,23.8,16,Sydney,7.15,win
2015,R18,1/8/2015,Adelaide,9.11,18,Sydney,17.15,lost
2015,R20,14/8/2015,Collingwood,10.16,20,Sydney,13.9,lost
2015,R23,5/9/2015,Gold Coast,9.1,23,Sydney,19.13,lost
2015,R3,18/4/2015,Greater Western Sydney,12.18,3,Sydney,16.15,lost
2015,R5,2/5/2015,Western Bulldogs,11.11,5,Sydney,10.13,win
2015,R7,16/5/2015,Geelong,11.11,7,Sydney,18.12,lost
2015,R9,29/5/2015,Carlton,9.8,9,Sydney,19.8,lost
2015,SF,19/9/2015,North Melbourne,11.11,27,Sydney,7.9,win
2015,GF,3/10/2015,Hawthorn,16.11,29,West Coast,8.13,win
2015,PF,26/9/2015,North Melbourne,7.13,28,West Coast,10.2,lost
2015,QF,11/9/2015,Hawthorn,9.1,26,West Coast,14.12,lost
2015,R11,13/6/2015,Essendon,6.1,11,West Coast,14.12,lost
2015,R15,11/7/2015,Adelaide,14.7,15,West Coast,22.15,lost
2015,R17,26/7/2015,Sydney,7.9,17,West Coast,15.13,lost
2015,R19,8/8/2015,Hawthorn,13.1,19,West Coast,11.8,win
2015,R2,10/4/2015,Carlton,9.8,2,West Coast,20.11,lost
2015,R21,23/8/2015,Western Bulldogs,13.7,21,West Coast,25.12,lost
2015,R23,5/9/2015,St Kilda,4.6,23,West Coast,18.17,lost
2015,R3,19/4/2015,Fremantle,17.9,3,West Coast,12.9,win
2015,R5,2/5/2015,Greater Western Sydney,4.9,5,West Coast,18.12,lost
2015,R7,16/5/2015,Gold Coast,6.7,7,West Coast,21.9,lost
2015,R9,31/5/2015,Geelong,10.4,9,West Coast,16.24,lost
2015,EF,12/9/2015,Adelaide,16.13,25,Western Bulldogs,14.18,win
2015,R1,4/4/2015,West Coast,14.3,1,Western Bulldogs,14.13,win
2015,R12,20/6/2015,Brisbane Lions,11.8,12,Western Bulldogs,22.14,lost
2015,R14,4/7/2015,Carlton,7.11,14,Western Bulldogs,9.1,lost
2015,R15,11/7/2015,Gold Coast,11.7,15,Western Bulldogs,14.11,lost
2015,R17,26/7/2015,Collingwood,13.8,17,Western Bulldogs,15.14,lost
2015,R19,8/8/2015,Port Adelaide,9.1,19,Western Bulldogs,19.14,lost
2015,R20,16/8/2015,Melbourne,8.7,20,Western Bulldogs,24.9,lost
2015,R4,26/4/2015,Adelaide,10.8,4,Western Bulldogs,18.17,lost
2015,R6,9/5/2015,St Kilda,14.1,6,Western Bulldogs,13.9,win
2015,R7,17/5/2015,Fremantle,15.11,7,Western Bulldogs,14.4,win
2015,R9,30/5/2015,Greater Western Sydney,11.2,9,Western Bulldogs,16.17,lost
2016,EF,10/9/2016,North Melbourne,12.7,25,Adelaide,21.15,lost
2016,R10,28/5/2016,Greater Western Sydney,13.7,10,Adelaide,15.17,lost
2016,R11,5/6/2016,St Kilda,6.9,11,Adelaide,19.19,lost
2016,R14,23/6/2016,North Melbourne,10.7,14,Adelaide,12.28,lost
2016,R17,16/7/2016,Collingwood,10.9,17,Adelaide,14.13,lost
2016,R19,31/7/2016,Essendon,9.7,19,Adelaide,22.11,lost
2016,R2,2/4/2016,Port Adelaide,11.2,2,Adelaide,22.12,lost
2016,R20,6/8/2016,Brisbane Lions,6.3,20,Adelaide,27.15,lost
2016,R23,26/8/2016,West Coast,14.16,23,Adelaide,10.11,win
2016,R4,16/4/2016,Sydney,15.13,4,Adelaide,16.17,lost
2016,R6,30/4/2016,Fremantle,8.16,6,Adelaide,14.13,lost
2016,R8,13/5/2016,Geelong,13.2,8,Adelaide,11.6,win
2016,R10,28/5/2016,Hawthorn,21.9,10,Brisbane Lions,13.9,win
2016,R12,11/6/2016,Fremantle,23.9,12,Brisbane Lions,9.1,win
2016,R13,18/6/2016,West Coast,20.11,13,Brisbane Lions,12.1,win
2016,R17,17/7/2016,Greater Western Sydney,22.14,17,Brisbane Lions,9.13,win
2016,R19,30/7/2016,Port Adelaide,25.23,19,Brisbane Lions,11.13,win
2016,R2,2/4/2016,North Melbourne,17.15,2,Brisbane Lions,11.17,win
2016,R21,13/8/2016,Carlton,13.17,21,Brisbane Lions,15.9,lost
2016,R22,21/8/2016,Geelong,19.15,22,Brisbane Lions,10.9,win
2016,R4,16/4/2016,Gold Coast,14.1,4,Brisbane Lions,14.23,lost
2016,R6,1/5/2016,Sydney,15.7,6,Brisbane Lions,14.1,win
2016,R8,14/5/2016,Collingwood,20.23,8,Brisbane Lions,10.5,win
2016,R10,29/5/2016,Geelong,12.13,10,Carlton,16.8,lost
2016,R11,4/6/2016,Brisbane Lions,9.1,11,Carlton,16.6,lost
2016,R15,2/7/2016,Collingwood,8.9,15,Carlton,6.9,win
2016,R16,10/7/2016,Adelaide,16.11,16,Carlton,7.5,win
2016,R17,17/7/2016,West Coast,12.1,17,Carlton,11.9,win
2016,R2,3/4/2016,Sydney,20.11,2,Carlton,10.11,win
2016,R20,7/8/2016,St Kilda,19.8,20,Carlton,7.9,win
2016,R22,21/8/2016,Melbourne,7.16,22,Carlton,11.12,lost
2016,R4,16/4/2016,Western Bulldogs,13.7,4,Carlton,7.7,win
2016,R6,1/5/2016,Essendon,8.9,6,Carlton,10.12,lost
2016,R8,15/5/2016,Port Adelaide,13.13,8,Carlton,14.9,lost
2016,R10,29/5/2016,Western Bulldogs,11.8,10,Collingwood,7.11,win
2016,R11,5/6/2016,Port Adelaide,19.11,11,Collingwood,7.16,win
2016,R14,24/6/2016,Fremantle,5.7,14,Collingwood,12.13,lost
2016,R18,22/7/2016,North Melbourne,18.16,18,Collingwood,12.12,win
2016,R19,30/7/2016,West Coast,11.6,19,Collingwood,13.13,lost
2016,R2,1/4/2016,Richmond,12.14,2,Collingwood,13.9,lost
2016,R22,20/8/2016,Gold Coast,6.11,22,Collingwood,16.22,lost
2016,R4,17/4/2016,Melbourne,16.6,4,Collingwood,9.13,win
2016,R5,25/4/2016,Essendon,11.7,5,Collingwood,22.1,lost
2016,R7,7/5/2016,Carlton,15.9,7,Collingwood,12.12,win
2016,R9,21/5/2016,Geelong,11.14,9,Collingwood,16.8,lost
2016,R10,28/5/2016,Richmond,16.9,10,Essendon,10.7,win
2016,R12,10/6/2016,Hawthorn,23.13,12,Essendon,6.7,win
2016,R13,19/6/2016,Greater Western Sydney,17.15,13,Essendon,12.18,win
2016,R16,10/7/2016,St Kilda,17.7,16,Essendon,14.14,win
2016,R18,24/7/2016,Brisbane Lions,20.8,18,Essendon,12.19,win
2016,R2,2/4/2016,Melbourne,10.7,2,Essendon,11.14,lost
2016,R21,14/8/2016,Gold Coast,9.15,21,Essendon,11.9,lost
2016,R22,21/8/2016,Western Bulldogs,14.9,22,Essendon,7.11,win
2016,R23,27/8/2016,Carlton,10.19,23,Essendon,15.13,lost
2016,R4,16/4/2016,Geelong,9.18,4,Essendon,6.6,win
2016,R8,14/5/2016,North Melbourne,10.14,8,Essendon,8.12,win
2016,R11,4/6/2016,Essendon,6.11,11,Fremantle,20.6,lost
2016,R13,18/6/2016,Port Adelaide,9.15,13,Fremantle,12.14,lost
2016,R17,15/7/2016,Geelong,11.12,17,Fremantle,9.7,win
2016,R19,31/7/2016,Sydney,21.11,19,Fremantle,7.5,win
2016,R2,2/4/2016,Gold Coast,19.12,2,Fremantle,14.16,win
2016,R20,7/8/2016,West Coast,17.8,20,Fremantle,9.1,win
2016,R21,14/8/2016,Adelaide,21.16,21,Fremantle,11.4,win
2016,R23,28/8/2016,Western Bulldogs,6.13,23,Fremantle,10.9,lost
2016,R5,24/4/2016,Carlton,10.12,5,Fremantle,9.14,win
2016,R7,7/5/2016,Greater Western Sydney,14.11,7,Fremantle,11.11,win
2016,R9,21/5/2016,Richmond,11.17,9,Fremantle,6.9,win
2016,PF,23/9/2016,Sydney,15.7,28,Geelong,8.12,win
2016,QF,9/9/2016,Hawthorn,12.11,26,Geelong,12.13,lost
2016,R1,28/3/2016,Hawthorn,12.14,1,Geelong,18.8,lost
2016,R11,4/6/2016,Greater Western Sydney,14.4,11,Geelong,14.14,win
2016,R12,11/6/2016,North Melbourne,12.2,12,Geelong,15.15,lost
2016,R16,8/7/2016,Sydney,15.8,16,Geelong,9.6,win
2016,R18,23/7/2016,Adelaide,7.13,18,Geelong,12.13,lost
2016,R19,29/7/2016,Western Bulldogs,11.12,19,Geelong,16.7,lost
2016,R20,7/8/2016,Essendon,4.1,20,Geelong,15.1,lost
2016,R23,27/8/2016,Melbourne,6.8,23,Geelong,24.11,lost
2016,R3,10/4/2016,Brisbane Lions,7.14,3,Geelong,18.17,lost
2016,R6,30/4/2016,Gold Coast,7.6,6,Geelong,25.18,lost
2016,R7,7/5/2016,West Coast,12.7,7,Geelong,18.15,lost
2016,R1,26/3/2016,Essendon,9.6,1,Gold Coast,17.19,lost
2016,R11,4/6/2016,Sydney,11.13,11,Gold Coast,6.5,win
2016,R15,2/7/2016,St Kilda,8.2,15,Gold Coast,15.18,lost
2016,R16,9/7/2016,Brisbane Lions,17.11,16,Gold Coast,22.7,lost
2016,R18,23/7/2016,Fremantle,12.9,18,Gold Coast,16.9,lost
2016,R20,6/8/2016,Greater Western Sydney,14.8,20,Gold Coast,13.6,win
2016,R23,27/8/2016,Port Adelaide,13.11,23,Gold Coast,9.12,win
2016,R3,9/4/2016,Carlton,5.11,3,Gold Coast,13.17,lost
2016,R5,23/4/2016,North Melbourne,18.11,5,Gold Coast,11.15,win
2016,R7,7/5/2016,Melbourne,24.16,7,Gold Coast,14.3,win
2016,R9,21/5/2016,Adelaide,22.17,9,Gold Coast,11.8,win
2016,PF,24/9/2016,Western Bulldogs,13.11,28,Greater Western Sydney,12.11,win
2016,R12,12/6/2016,Sydney,9.9,12,Greater Western Sydney,15.15,lost
2016,R14,25/6/2016,Carlton,9.11,14,Greater Western Sydney,18.19,lost
2016,R16,9/7/2016,Collingwood,19.11,16,Greater Western Sydney,14.9,win
2016,R19,30/7/2016,Richmond,3.5,19,Greater Western Sydney,17.9,lost
2016,R2,3/4/2016,Geelong,11.1,2,Greater Western Sydney,13.11,lost
2016,R21,13/8/2016,West Coast,14.13,21,Greater Western Sydney,14.12,win
2016,R22,20/8/2016,Fremantle,5.7,22,Greater Western Sydney,19.15,lost
2016,R4,17/4/2016,Port Adelaide,9.11,4,Greater Western Sydney,22.19,lost
2016,R6,30/4/2016,Hawthorn,12.11,6,Greater Western Sydney,24.14,lost
2016,R8,14/5/2016,Gold Coast,9.4,8,Greater Western Sydney,22.17,lost
2016,R9,22/5/2016,Western Bulldogs,10.13,9,Greater Western Sydney,15.8,lost
2016,R11,4/6/2016,Melbourne,10.4,11,Hawthorn,11.16,lost
2016,R14,26/6/2016,Gold Coast,8.12,14,Hawthorn,12.14,lost
2016,R18,24/7/2016,Richmond,5.14,18,Hawthorn,16.18,lost
2016,R19,30/7/2016,Carlton,7.13,19,Hawthorn,10.14,lost
2016,R2,3/4/2016,West Coast,7.11,2,Hawthorn,14.15,lost
2016,R21,13/8/2016,North Melbourne,8.9,21,Hawthorn,14.12,lost
2016,R23,28/8/2016,Collingwood,17.9,23,Hawthorn,17.1,win
2016,R4,16/4/2016,St Kilda,13.6,4,Hawthorn,13.9,lost
2016,R5,22/4/2016,Adelaide,17.7,5,Hawthorn,17.1,win
2016,R8,14/5/2016,Fremantle,11.9,8,Hawthorn,17.14,lost
2016,R9,20/5/2016,Sydney,10.9,9,Hawthorn,7.13,win
2016,SF,16/9/2016,Western Bulldogs,16.11,27,Hawthorn,12.12,win
2016,R1,26/3/2016,Greater Western Sydney,10.18,1,Melbourne,12.8,lost
2016,R10,28/5/2016,Port Adelaide,18.13,10,Melbourne,10.16,win
2016,R12,13/6/2016,Collingwood,8.1,12,Melbourne,16.8,lost
2016,R15,3/7/2016,Adelaide,18.12,15,Melbourne,15.8,win
2016,R16,9/7/2016,Fremantle,8.7,16,Melbourne,12.15,lost
2016,R19,31/7/2016,Gold Coast,9.1,19,Melbourne,9.12,lost
2016,R20,6/8/2016,Hawthorn,11.15,20,Melbourne,17.8,lost
2016,R5,24/4/2016,Richmond,14.12,5,Melbourne,20.9,lost
2016,R6,30/4/2016,St Kilda,20.15,6,Melbourne,15.6,win
2016,R8,15/5/2016,Western Bulldogs,17.12,8,Melbourne,12.1,win
2016,R9,22/5/2016,Brisbane Lions,9.14,9,Melbourne,19.17,lost
2016,R1,26/3/2016,Adelaide,14.13,1,North Melbourne,16.11,lost
2016,R11,3/6/2016,Richmond,7.12,11,North Melbourne,18.16,lost
2016,R13,17/6/2016,Hawthorn,14.9,13,North Melbourne,11.18,win
2016,R17,16/7/2016,Port Adelaide,16.9,17,North Melbourne,10.17,win
2016,R19,30/7/2016,St Kilda,8.14,19,North Melbourne,12.13,lost
2016,R22,20/8/2016,Sydney,12.13,22,North Melbourne,10.16,win
2016,R23,27/8/2016,Greater Western Sydney,14.16,23,North Melbourne,9.9,win
2016,R3,10/4/2016,Melbourne,20.11,3,North Melbourne,21.1,lost
2016,R4,17/4/2016,Fremantle,14.17,4,North Melbourne,20.12,lost
2016,R6,29/4/2016,Western Bulldogs,6.9,6,North Melbourne,9.7,lost
2016,R9,21/5/2016,Carlton,6.1,9,North Melbourne,17.11,lost
2016,R1,27/3/2016,St Kilda,15.1,1,Port Adelaide,20.13,lost
2016,R12,11/6/2016,Western Bulldogs,15.1,12,Port Adelaide,14.13,win
2016,R15,1/7/2016,Richmond,8.8,15,Port Adelaide,14.1,lost
2016,R16,7/7/2016,Hawthorn,15.11,16,Port Adelaide,12.7,win
2016,R18,24/7/2016,Greater Western Sydney,11.13,18,Port Adelaide,9.6,win
2016,R21,13/8/2016,Melbourne,13.16,21,Port Adelaide,8.6,win
2016,R22,20/8/2016,Adelaide,15.19,22,Port Adelaide,14.1,win
2016,R3,8/4/2016,Essendon,7.9,3,Port Adelaide,17.1,lost
2016,R5,23/4/2016,Geelong,16.11,5,Port Adelaide,8.11,win
2016,R7,8/5/2016,Brisbane Lions,7.17,7,Port Adelaide,21.1,lost
2016,R9,21/5/2016,West Coast,14.1,9,Port Adelaide,13.8,win
2016,R1,24/3/2016,Carlton,12.11,1,Richmond,14.8,lost
2016,R12,12/6/2016,Gold Coast,15.7,12,Richmond,17.12,lost
2016,R14,25/6/2016,Brisbane Lions,11.9,14,Richmond,17.15,lost
2016,R17,16/7/2016,Essendon,11.17,17,Richmond,16.6,lost
2016,R20,5/8/2016,Collingwood,11.11,20,Richmond,14.8,lost
2016,R21,14/8/2016,Geelong,10.22,21,Richmond,12.6,lost
2016,R22,20/8/2016,St Kilda,7.13,22,Richmond,6.1,win
2016,R3,9/4/2016,Adelaide,19.14,3,Richmond,13.14,win
2016,R6,30/4/2016,Port Adelaide,13.16,6,Richmond,8.11,win
2016,R7,6/5/2016,Hawthorn,21.1,7,Richmond,13.12,win
2016,R8,14/5/2016,Sydney,15.1,8,Richmond,14.17,win
2016,R10,28/5/2016,Fremantle,10.7,10,St Kilda,15.11,lost
2016,R12,12/6/2016,Carlton,12.6,12,St Kilda,17.8,lost
2016,R14,25/6/2016,Geelong,13.12,14,St Kilda,14.9,lost
2016,R17,17/7/2016,Melbourne,11.8,17,St Kilda,15.2,lost
2016,R2,2/4/2016,Western Bulldogs,13.15,2,St Kilda,5.6,win
2016,R21,13/8/2016,Sydney,23.8,21,St Kilda,11.1,win
2016,R23,28/8/2016,Brisbane Lions,15.13,23,St Kilda,25.11,lost
2016,R3,9/4/2016,Collingwood,14.6,3,St Kilda,18.11,lost
2016,R5,24/4/2016,Greater Western Sydney,19.12,5,St Kilda,12.7,win
2016,R7,8/5/2016,North Melbourne,11.16,7,St Kilda,11.9,lost
2016,R9,22/5/2016,Essendon,9.9,9,St Kilda,16.13,lost
2016,GF,1/10/2016,Western Bulldogs,13.11,29,Sydney,10.7,win
2016,QF,10/9/2016,Greater Western Sydney,12.19,26,Sydney,7.13,win
2016,R1,26/3/2016,Collingwood,7.11,1,Sydney,18.25,lost
2016,R10,27/5/2016,North Melbourne,9.11,10,Sydney,14.7,lost
2016,R13,19/6/2016,Melbourne,4.7,13,Sydney,12.14,lost
2016,R15,2/7/2016,Western Bulldogs,13.5,15,Sydney,11.13,win
2016,R17,14/7/2016,Hawthorn,11.9,17,Sydney,10.1,win
2016,R18,23/7/2016,Carlton,10.8,18,Sydney,10.14,win
2016,R20,6/8/2016,Port Adelaide,4.9,20,Sydney,14.16,lost
2016,R23,27/8/2016,Richmond,7.9,23,Sydney,25.14,lost
2016,R3,9/4/2016,Greater Western Sydney,10.8,3,Sydney,14.9,lost
2016,R5,23/4/2016,West Coast,7.7,5,Sydney,12.16,lost
2016,R7,7/5/2016,Essendon,7.12,7,Sydney,20.15,lost
2016,SF,17/9/2016,Adelaide,12.1,27,Sydney,18.1,lost
2016,EF,8/9/2016,Western Bulldogs,14.15,25,West Coast,7.1,win
2016,R1,27/3/2016,Brisbane Lions,15.12,1,West Coast,26.1,lost
2016,R10,29/5/2016,Gold Coast,7.13,10,West Coast,20.12,lost
2016,R12,11/6/2016,Adelaide,15.15,12,West Coast,11.1,win
2016,R15,30/6/2016,Essendon,7.1,15,West Coast,20.1,lost
2016,R16,10/7/2016,North Melbourne,11.6,16,West Coast,16.8,lost
2016,R18,23/7/2016,Melbourne,8.12,18,West Coast,10.6,lost
2016,R22,19/8/2016,Hawthorn,10.7,22,West Coast,13.14,lost
2016,R3,9/4/2016,Fremantle,8.11,3,West Coast,12.2,lost
2016,R4,15/4/2016,Richmond,9.3,4,West Coast,18.17,lost
2016,R6,1/5/2016,Collingwood,9.8,6,West Coast,18.16,lost
2016,R8,15/5/2016,St Kilda,3.11,8,West Coast,20.12,lost
2016,R1,27/3/2016,Fremantle,5.8,1,Western Bulldogs,15.13,lost
2016,R11,5/6/2016,West Coast,11.9,11,Western Bulldogs,12.11,lost
2016,R13,18/6/2016,Geelong,16.4,13,Western Bulldogs,5.13,win
2016,R16,9/7/2016,Richmond,11.9,16,Western Bulldogs,12.13,lost
2016,R17,16/7/2016,Gold Coast,8.11,17,Western Bulldogs,15.17,lost
2016,R18,23/7/2016,St Kilda,11.9,18,Western Bulldogs,9.6,win
2016,R20,6/8/2016,North Melbourne,7.5,20,Western Bulldogs,9.7,lost
2016,R21,12/8/2016,Collingwood,14.8,21,Western Bulldogs,14.11,win
2016,R3,10/4/2016,Hawthorn,14.9,3,Western Bulldogs,13.12,win
2016,R5,23/4/2016,Brisbane Lions,10.7,5,Western Bulldogs,17.18,lost
2016,R7,7/5/2016,Adelaide,17.6,7,Western Bulldogs,18.15,lost
2017,GF,30/9/2017,Richmond,16.12,29,Adelaide,8.12,win
2017,PF,22/9/2017,Geelong,10.15,28,Adelaide,21.1,lost
2017,QF,7/9/2017,Greater Western Sydney,6.12,26,Adelaide,12.12,lost
2017,R1,26/3/2017,Greater Western Sydney,14.7,1,Adelaide,22.15,lost
2017,R10,27/5/2017,Fremantle,6.7,10,Adelaide,20.23,lost
2017,R12,9/6/2017,St Kilda,7.12,12,Adelaide,16.15,lost
2017,R14,22/6/2017,Hawthorn,14.12,14,Adelaide,12.1,win
2017,R16,7/7/2017,Western Bulldogs,5.15,16,Adelaide,16.8,lost
2017,R18,21/7/2017,Geelong,10.1,18,Adelaide,13.13,lost
2017,R20,6/8/2017,Port Adelaide,7.4,20,Adelaide,18.22,lost
2017,R22,18/8/2017,Sydney,13.5,22,Adelaide,11.14,win
2017,R4,15/4/2017,Essendon,13.1,4,Adelaide,24.9,lost
2017,R6,30/4/2017,Richmond,10.4,6,Adelaide,21.14,lost
2017,R8,13/5/2017,Melbourne,17.5,8,Adelaide,9.12,win
2017,R12,10/6/2017,Fremantle,9.1,12,Brisbane Lions,18.13,lost
2017,R14,24/6/2017,Greater Western Sydney,22.14,14,Brisbane Lions,12.14,win
2017,R16,8/7/2017,Geelong,25.13,16,Brisbane Lions,11.12,win
2017,R18,23/7/2017,Carlton,11.16,18,Brisbane Lions,17.1,lost
2017,R2,1/4/2017,Essendon,17.9,2,Brisbane Lions,12.12,win
2017,R20,5/8/2017,Western Bulldogs,14.19,20,Brisbane Lions,13.11,win
2017,R21,12/8/2017,Gold Coast,12.12,21,Brisbane Lions,22.1,lost
2017,R23,26/8/2017,North Melbourne,19.16,23,Brisbane Lions,11.13,win
2017,R4,16/4/2017,Richmond,17.17,4,Brisbane Lions,10.7,win
2017,R6,29/4/2017,Port Adelaide,22.18,6,Brisbane Lions,10.7,win
2017,R9,20/5/2017,Adelaide,21.14,9,Brisbane Lions,7.18,win
2017,R1,23/3/2017,Richmond,20.12,1,Carlton,14.5,win
2017,R10,28/5/2017,North Melbourne,17.11,10,Carlton,15.6,win
2017,R12,11/6/2017,Greater Western Sydney,9.16,12,Carlton,10.11,lost
2017,R15,1/7/2017,Adelaide,13.11,15,Carlton,12.5,win
2017,R16,9/7/2017,Melbourne,14.6,16,Carlton,12.1,win
2017,R17,16/7/2017,Western Bulldogs,12.1,17,Carlton,9.8,win
2017,R19,29/7/2017,Geelong,18.15,19,Carlton,8.1,win
2017,R22,19/8/2017,Hawthorn,10.1,22,Carlton,12.5,lost
2017,R3,9/4/2017,Essendon,6.6,3,Carlton,7.15,lost
2017,R4,15/4/2017,Gold Coast,17.6,4,Carlton,12.1,win
2017,R6,29/4/2017,Sydney,11.12,6,Carlton,15.7,lost
2017,R1,24/3/2017,Western Bulldogs,15.1,1,Collingwood,12.14,win
2017,R10,28/5/2017,Brisbane Lions,13.6,10,Collingwood,18.21,lost
2017,R14,24/6/2017,Port Adelaide,13.15,14,Collingwood,9.8,win
2017,R16,8/7/2017,Essendon,18.9,16,Collingwood,12.8,win
2017,R18,23/7/2017,West Coast,13.7,18,Collingwood,13.15,win
2017,R19,30/7/2017,Adelaide,16.7,19,Collingwood,15.13,win
2017,R22,19/8/2017,Geelong,10.1,22,Collingwood,9.5,win
2017,R23,26/8/2017,Melbourne,12.11,23,Collingwood,14.15,lost
2017,R4,16/4/2017,St Kilda,9.15,4,Collingwood,7.13,win
2017,R7,6/5/2017,Carlton,12.7,7,Collingwood,8.8,win
2017,R9,20/5/2017,Hawthorn,11.6,9,Collingwood,13.12,lost
2017,R1,25/3/2017,Hawthorn,12.19,1,Essendon,17.14,lost
2017,R12,10/6/2017,Port Adelaide,8.13,12,Essendon,19.17,lost
2017,R15,2/7/2017,Brisbane Lions,13.12,15,Essendon,11.16,win
